service_id,short_code,partner_name,service,product_id,spid,phone,email,account_manager
601620,601620,Gizaw Merga,CRBT,NA,NA,913816422,,Meskerem
601721,601721,ODAA Technologies Solution Plc,CRBT,NA,NA,912845083,,Selome
601577,601577,A T M ENGINEERING PLC,CRBT,NA,NA,930856171,,Tolosa
601689,601689,Fenta Wechefo Mengestu,CRBT,NA,NA,911672415,,Mohammed
601796,601796,Yishak Kebede,CRBT,NA,NA,911380508,,Selome
601621,601621,SHASHA ENTERTAINMENT,CRBT,NA,NA,941298949,,Tolosa
601821,601821,Gadise Tariku,CRBT,NA,NA,911434587,,Tolosa
601878,601878,KUTAKO SOLUTIONS,CRBT,NA,NA,,,
601691,601691,Waleed a abdulrahamn,CRBT,NA,NA,944031888,,Meskerem
601677,601677,Ebise Darge Telecommunication Value Added Service,CRBT,NA,NA,97699798,,Meskerem
601579,601579,Bushra Ahmed,CRBT,NA,NA,991174432,,Aziza
601990,601990,Hope entertainment plc,CRBT,NA,NA,938557406,,Selome
601779,601779,RASE GENERAL TRADING PLC,CRBT,NA,NA,,,
601987,601987,Eyob busa,CRBT,NA,NA,995884790,,Selome
601929,601929,Zelalem Ayalew Nigusse,CRBT,NA,NA,913232111,,Tolosa
601780,601780,ADONAY INTERNET SOLUTION PLC,CRBT,NA,NA,920009320,,Meskerem
601565,601565,Keol Negesa Melka,CRBT,NA,NA,924874451,,Mohammed
601505,601505,Bisrat Surefel Abebe,CRBT,NA,NA,998082829,,Selome
601619,601619,Mohammed a abdulrahaman,CRBT,NA,NA,944031888,,Meskerem
601746,601746,Oromia investment group one member PLC,CRBT,NA,NA,912000802,,Aziza
601800,601800,Yuniversal Marketing plc,CRBT,NA,NA,974996408,,Meskerem
601738,601738,Shakura VAS PLC,CRBT,NA,NA,912200611,,Selome
601768,601768,Kasma General Contractor,CRBT,NA,NA,912059265,,Aziza
601745,601745,Kegna Techno Value Added Service work plc,CRBT,NA,NA,913349147,,Tolosa
601740,601740,KAKU STUDIO PLC,CRBT,NA,NA,911585479,,Tolosa
601723,601723,HANAZI STUDIO,CRBT,NA,NA,913309497,,Tolosa
601547,601547,ET Production plc,CRBT,NA,NA,911666996,,Selome
601710,601710,Everest Consultancy plc,CRBT,NA,NA,946659696,,Tolosa
601708,601708,MYROCK TECHNOLOGY SERVICE,CRBT,NA,NA,911482279,,Tolosa
601764,601764,Pula Holdings Trading One Member plc,CRBT,NA,NA,911687807,,Mohammed
601980,601980,ECHO ETHIOPIA SOLUTION PLC,CRBT,NA,NA,911336283,,Meskerem
601509,601509,Shewa Kena Benti,CRBT,NA,NA,,,
601727,601727,HARMONY MULTIMEDIA ONE MEMBER PLC,CRBT,NA,NA,911993944,,Tolosa
601790,601790,Eristie Atinaf Asres,CRBT,NA,NA,921437521,,Mohammed
601989,601989,Feliz VAS,CRBT,NA,NA,978203044,,Aziza
601810,601810,ZEMAMNESH AYALEW KASSA,CRBT,NA,NA,913516264,,Meskerem
601520,601520,GHG Trading Plc,CRBT,NA,NA,939965976,,Tolosa
601530,601530,MIIRA DIGITAL TECH PLC,CRBT,NA,NA,947222225,,Selome
601982,601982,Brote Tich Trading plc,CRBT,NA,NA,931012701,,Mohammed
601667,601667,Addisu Wayma Hunde,CRBT,NA,NA,911354756,,Mohammed
601951,601951,Seada Ali Hassen,CRBT,NA,NA,,,
601712,601712,Efa Desisa Olika,CRBT,NA,NA,917048185,,Mohammed
601594,601594,May Technology Plc,CRBT,NA,NA,911240696,,Tolosa
601737,601737,Amuni Trading PLC,CRBT,NA,NA,968092711,,Aziza
601538,601538,OFKE Solution plc,CRBT,NA,NA,,,
601758,601758,GTECH TECHNOLOGIES PLC,CRBT,NA,NA,,,
601749,601749,Kallah Trading Private Limited Company,CRBT,NA,NA,911136883,,Tolosa
601713,601713,BINAS Telecommunication VAS,CRBT,NA,NA,911639401,,Mohammed
601809,601809,TWO F CAPITAL PLC,CRBT,NA,NA,911259114,,Mohammed
601531,601531,CHELKBA BEDADA KORICHO,CRBT,NA,NA,944766591,,Meskerem
601885,601885,Elu Star Trading PLC,CRBT,NA,NA,944048974,,Aziza
601601,601601,Credocks,CRBT,NA,NA,,,
601535,601535,BIRHANU MERGA MULETA,CRBT,NA,NA,940167305,,Selome
601536,601536,GENTLE TELECOMMUNICATION VALUE ADDED SERVICE WORK PLC,CRBT,NA,NA,,,
601899,601899,Qalbii software techologies,CRBT,NA,NA,,,
601537,601537,Wishwell Corporation Plc,CRBT,NA,NA,,,
601777,601777,Natnael,CRBT,NA,NA,,,
601896,601896,MMRYICT PLC,CRBT,NA,NA,,,
601946,601946,Thabet Technologies,CRBT,NA,NA,,,
601503,601503,METI FEYE TOLA TELECOMMUNICATION VAS,CRBT,NA,NA,,,
601705,601705,HEAVENS ECHO SCHOOL OF MUSIC PLC,CRBT,NA,NA,,,
601927,601927,Kezira Technology plc,CRBT,NA,NA,,,
601869,601869,ITex Technology plc,CRBT,NA,NA,,,
601604,601604,Smart Technology PLC,CRBT,NA,NA,,,
601558,601558,Zeab Spiritual Shop PLC,CRBT,NA,NA,,,
601540,601540,Mahi Entertainment,CRBT,NA,NA,,,
601567,601567,Michu Entertainment Studio,CRBT,NA,NA,,,
601569,601569,Hermony Music Studio PLC,CRBT,NA,NA,,,
601557,601557,Gutu Studio,CRBT,NA,NA,,,
601551,601551,Firomi Telecommunication VAS Work PLC,CRBT,NA,NA,,,
601548,601548,Comfort Studio,CRBT,NA,NA,,,
605,605,National Lottery (Admas),MO,NA,NA,,,Meron
40000000000002,6068,Nafi IT solution,IVR,NA,NA,,,Meron
40000000000003,6068,Nafi IT solution,IVR,NA,NA,,,Meron
40000000000004,6068,Nafi IT solution,IVR,NA,NA,,,Meron
40000000000005,6068,Nafi IT solution,IVR,NA,NA,,,Meron
40000000000006,6068,Nafi IT solution,IVR,NA,NA,,,Meron
40000000000007,6068,Nafi IT solution,IVR,NA,NA,,,Meron
40000000000008,6068,Nafi IT solution,IVR,NA,NA,,,Meron
40000000000009,6068,Nafi IT solution,IVR,NA,NA,,,Meron
40000000000010,6068,Nafi IT solution,IVR,NA,NA,,,Meron
40000000000015,6266,Innovii Digital Service,IVR,NA,NA,,,Meron
40000000000016,6266,Innovii Digital Service,IVR,NA,NA,,,Meron
40000000000017,6266,Innovii Digital Service,IVR,NA,NA,,,Meron
40000000000018,6266,Innovii Digital Service,IVR,NA,NA,,,Meron
40000000000019,6266,Innovii Digital Service,IVR,NA,NA,,,Meron
40000000000020,6266,Innovii Digital Service,IVR,NA,NA,,,Meron
40000000000021,6266,Innovii Digital Service,IVR,NA,NA,,,Meron
40000000000022,6266,Innovii Digital Service,IVR,NA,NA,,,Meron
40000000000023,6266,Innovii Digital Service,IVR,NA,NA,,,Meron
40000000000024,6071,DS Media,IVR,NA,NA,,,
40000000000025,6071,DS Media,IVR,NA,NA,,,
40000000000026,6071,DS Media,IVR,NA,NA,,,
40000000000027,6071,DS Media,IVR,NA,NA,,,
40000000000028,6071,DS Media,IVR,NA,NA,,,
40000000000029,6071,DS Media,IVR,NA,NA,,,
40000000000030,6071,DS Media,IVR,NA,NA,,,
40000000000031,6071,DS Media,IVR,NA,NA,,,
40000000000032,6071,DS Media,IVR,NA,NA,,,
40000000000033,8645,Modern Key ICT Solution  PLC,IVR,NA,NA,,,
40000000000034,8645,Modern Key ICT Solution  PLC,IVR,NA,NA,,,
40000000000035,8645,Modern Key ICT Solution  PLC,IVR,NA,NA,,,
40000000000036,8645,Modern Key ICT Solution  PLC,IVR,NA,NA,,,
40000000000037,8645,Modern Key ICT Solution  PLC,IVR,NA,NA,,,
40000000000038,8645,Modern Key ICT Solution  PLC,IVR,NA,NA,,,
636,,Technolab Interactive PLC,API,,,,,Meron
129,,Modertech Telecom VAS PLC,API,,,,,Meron
854,,Go digital Service,API,,,,,Meron
0144642000012746,,AFRU FILM PROMOTION ENTERTAIMENT,MO,,,930004144,,Tolosa
0130092000009594,,TOLAWAK DUGASSA WIRTU,MT,,,976961818,,Tolosa
0146002000013076,,S SQUARE MARKETING PLC,MT,,,985375717,,Tolosa
0057152000003854,,MEKEDONIA HOME FOR THE ELDERY AND THE MENTALLY DISABLE,MT,,,920289273,,Aziza
0130082000009596,,CLASSIC TECHNOLOGY P.L.C,MO,,,NA,,Aziza
30021500007247,,GIVE WATER,MT,,,NA,,Aziza
2516321,,One Love Broadcasting,MO,,,NA,,Aziza
2519208,,SALMAN TRANSPORT STORE AND COMMUNCATION PLC,Voice-Premium,,,NA,,Aziza
30025600007321,,WOLAITTA DEVELOPMENT ASSOCIATION,MO,,,924108704,,Selome
30025600007322,,WOLAITTA DEVELOPMENT ASSOCIATION,MO,,,924108704,,Selome
30025600007323,,WOLAITTA DEVELOPMENT ASSOCIATION,MO,,,924108704,,Selome
2519006,,TIGRAY MASS MEDIA AGENCY,MO,,,914137989,,Mohammed
106052000005133,,TIGRAY DEVELOPMENT ASSOCI,MT,,,911545152,,Mohammed
148232000013428,,TSIGE SOLOMON LEMU,MT,,,967767637,,Mohammed
155482000014445,,SHEK ADEM TULA FOUNDATION,MT,,,912391032,,Mohammed
154372000014342,,HACALU HUNDESSA FOUNDATION,MT,,,942387804,,Mohammed
134822000011428,,Circles Technologies PLC,MT,,,966205052,,Mohammed
2516830,,Adulyane adverting and promotion,Voice-Premium,,,911611868,,Mohammed
2519856,,KEY REAL ESTATE PLC,Voice-Premium,,,901114422,,Mohammed
6489,,BERIHUNE GEZAHEGN TELAHUN,MT,,,913704717,,Mohammed
30023200007282,,ADA TECHNOLOGIE PLC,API,,,926650266,,samuel
0148232000013428,,TSIGE SOLOMON LEMU,MT,,,967767637,,
